	Z	Ion	Initial Level	Final Level	Temperature	Rate
17728	14	104	51	24	7.549186e+06	7.322000e+00
17729	14	104	51	24	1.066351e+07	7.410900e+00
17730	14	104	51	24	1.506260e+07	7.510200e+00
17731	14	104	51	24	2.127649e+07	7.597700e+00
17732	14	104	51	24	3.005384e+07	7.674000e+00
17733	14	104	51	24	4.245219e+07	7.728000e+00
17734	14	104	51	24	5.996533e+07	7.768500e+00
17735	14	104	51	24	8.470320e+07	7.809600e+00
17736	14	104	51	24	1.196465e+08	7.828600e+00
17737	14	104	51	24	1.690050e+08	7.847600e+00
17738	14	104	51	25	1.690052e+05	6.498800e+00
17739	14	104	51	25	3.372098e+05	6.715800e+00
17740	14	104	51	25	6.728216e+05	6.900100e+00
17741	14	104	51	25	1.342456e+06	7.048500e+00
17742	14	104	51	25	2.678550e+06	7.161100e+00
17743	14	104	51	25	5.344413e+06	7.253100e+00
17744	14	104	51	25	7.549186e+06	7.322000e+00
17745	14	104	51	25	1.066351e+07	7.410900e+00
17746	14	104	51	25	1.506260e+07	7.510200e+00
17747	14	104	51	25	2.127649e+07	7.597700e+00
17748	14	104	51	25	3.005384e+07	7.674000e+00
17749	14	104	51	25	4.245219e+07	7.728000e+00
17750	14	104	51	25	5.996533e+07	7.768500e+00
17751	14	104	51	25	8.470320e+07	7.809600e+00
17752	14	104	51	25	1.196465e+08	7.828600e+00
17753	14	104	51	25	1.690050e+08	7.847600e+00
17754	14	104	51	2	1.690052e+05	6.254500e+00
17755	14	104	51	2	3.372098e+05	6.529700e+00
17756	14	104	51	2	6.728216e+05	6.793400e+00
17757	14	104	51	2	1.342456e+06	7.040300e+00
17758	14	104	51	2	2.678550e+06	7.257900e+00
17759	14	104	51	2	5.344413e+06	7.442400e+00
17760	14	104	51	2	7.549186e+06	7.550600e+00
17761	14	104	51	2	1.066351e+07	7.668500e+00
17762	14	104	51	2	1.506260e+07	7.786300e+00
17763	14	104	51	2	2.127649e+07	7.883900e+00
17764	14	104	51	2	3.005384e+07	7.965900e+00
17765	14	104	51	2	4.245219e+07	8.022700e+00
17766	14	104	51	2	5.996533e+07	8.064600e+00
17767	14	104	51	2	8.470320e+07	8.106500e+00
17768	14	104	51	2	1.196465e+08	8.126200e+00
17769	14	104	51	2	1.690050e+08	8.145700e+00
17770	14	104	51	3	1.690052e+05	6.701000e+00
17771	14	104	51	3	3.372098e+05	6.955800e+00
17772	14	104	51	3	6.728216e+05	7.188900e+00
17773	14	104	51	3	1.342456e+06	7.394300e+00
17774	14	104	51	3	2.678550e+06	7.562000e+00
17775	14	104	51	3	5.344413e+06	7.716500e+00
17776	14	104	51	3	7.549186e+06	7.852000e+00
17777	14	104	51	3	1.066351e+07	8.014300e+00
17778	14	104	51	3	1.506260e+07	8.175400e+00
17779	14	104	51	3	2.127649e+07	8.303500e+00
17780	14	104	51	3	3.005384e+07	8.408000e+00
17781	14	104	51	3	4.245219e+07	8.478200e+00
17782	14	104	51	3	5.996533e+07	8.529100e+00
17783	14	104	51	3	8.470320e+07	8.580000e+00
17784	14	104	51	3	1.196465e+08	8.603300e+00
17785	14	104	51	3	1.690050e+08	8.626600e+00
17786	14	104	51	4	1.690052e+05	6.701000e+00
17787	14	104	51	4	3.372098e+05	6.955800e+00
17788	14	104	51	4	6.728216e+05	7.188900e+00
17789	14	104	51	4	1.342456e+06	7.394300e+00
17790	14	104	51	4	2.678550e+06	7.562000e+00
17791	14	104	51	4	5.344413e+06	7.716500e+00
17792	14	104	51	4	7.549186e+06	7.852000e+00
17793	14	104	51	4	1.066351e+07	8.014300e+00
17794	14	104	51	4	1.506260e+07	8.175400e+00
17795	14	104	51	4	2.127649e+07	8.303500e+00
17796	14	104	51	4	3.005384e+07	8.408000e+00
17797	14	104	51	4	4.245219e+07	8.478200e+00
17798	14	104	51	4	5.996533e+07	8.529100e+00
17799	14	104	51	4	8.470320e+07	8.580000e+00
17800	14	104	51	4	1.196465e+08	8.603300e+00
17801	14	104	51	4	1.690050e+08	8.626600e+00
17802	14	104	51	5	1.690052e+05	6.701000e+00
17803	14	104	51	5	3.372098e+05	6.955800e+00
17804	14	104	51	5	6.728216e+05	7.188900e+00
17805	14	104	51	5	1.342456e+06	7.394300e+00
17806	14	104	51	5	2.678550e+06	7.562000e+00
17807	14	104	51	5	5.344413e+06	7.716500e+00
17808	14	104	51	5	7.549186e+06	7.852000e+00
17809	14	104	51	5	1.066351e+07	8.014300e+00
17810	14	104	51	5	1.506260e+07	8.175400e+00
17811	14	104	51	5	2.127649e+07	8.303500e+00
17812	14	104	51	5	3.005384e+07	8.408000e+00
17813	14	104	51	5	4.245219e+07	8.478200e+00
17814	14	104	51	5	5.996533e+07	8.529100e+00
17815	14	104	51	5	8.470320e+07	8.580000e+00
17816	14	104	51	5	1.196465e+08	8.603300e+00
17817	14	104	51	5	1.690050e+08	8.626600e+00
17818	14	104	51	37	1.690052e+05	6.270500e+00
17819	14	104	51	37	3.372098e+05	6.488400e+00
17820	14	104	51	37	6.728216e+05	6.674200e+00
17821	14	104	51	37	1.342456e+06	6.824600e+00
17822	14	104	51	37	2.678550e+06	6.940000e+00
17823	14	104	51	37	5.344413e+06	7.035000e+00
17824	14	104	51	37	7.549186e+06	7.105300e+00
17825	14	104	51	37	1.066351e+07	7.195500e+00
17826	14	104	51	37	1.506260e+07	7.295700e+00
17827	14	104	51	37	2.127649e+07	7.383600e+00
17828	14	104	51	37	3.005384e+07	7.460300e+00
17829	14	104	51	37	4.245219e+07	7.514400e+00
17830	14	104	51	37	5.996533e+07	7.555000e+00
17831	14	104	51	37	8.470320e+07	7.596100e+00
17832	14	104	51	37	1.196465e+08	7.615200e+00
17833	14	104	51	37	1.690050e+08	7.634200e+00
17834	14	104	51	38	1.690052e+05	6.270500e+00
17835	14	104	51	38	3.372098e+05	6.488400e+00
17836	14	104	51	38	6.728216e+05	6.674200e+00
17837	14	104	51	38	1.342456e+06	6.824600e+00
17838	14	104	51	38	2.678550e+06	6.940000e+00
17839	14	104	51	38	5.344413e+06	7.035000e+00
17840	14	104	51	38	7.549186e+06	7.105300e+00
17841	14	104	51	38	1.066351e+07	7.195500e+00
17842	14	104	51	38	1.506260e+07	7.295700e+00
17843	14	104	51	38	2.127649e+07	7.383600e+00
17844	14	104	51	38	3.005384e+07	7.460300e+00
17845	14	104	51	38	4.245219e+07	7.514400e+00
17846	14	104	51	38	5.996533e+07	7.555000e+00
17847	14	104	51	38	8.470320e+07	7.596100e+00
17848	14	104	51	38	1.196465e+08	7.615200e+00
17849	14	104	51	38	1.690050e+08	7.634200e+00
17850	14	104	51	39	1.690052e+05	6.270500e+00
17851	14	104	51	39	3.372098e+05	6.488400e+00
17852	14	104	51	39	6.728216e+05	6.674200e+00
17853	14	104	51	39	1.342456e+06	6.824600e+00
17854	14	104	51	39	2.678550e+06	6.940000e+00
17855	14	104	51	39	5.344413e+06	7.035000e+00
17856	14	104	51	39	7.549186e+06	7.105300e+00
17857	14	104	51	39	1.066351e+07	7.195500e+00
17858	14	104	51	39	1.506260e+07	7.295700e+00
17859	14	104	51	39	2.127649e+07	7.383600e+00
17860	14	104	51	39	3.005384e+07	7.460300e+00
17861	14	104	51	39	4.245219e+07	7.514400e+00
17862	14	104	51	39	5.996533e+07	7.555000e+00
17863	14	104	51	39	8.470320e+07	7.596100e+00
17864	14	104	51	39	1.196465e+08	7.615200e+00
17865	14	104	51	39	1.690050e+08	7.634200e+00
17866	14	104	51	13	1.690052e+05	6.711500e+00
17867	14	104	51	13	3.372098e+05	6.927800e+00
17868	14	104	51	13	6.728216e+05	7.111200e+00
17869	14	104	51	13	1.342456e+06	7.258100e+00
17870	14	104	51	13	2.678550e+06	7.368800e+00
17871	14	104	51	13	5.344413e+06	7.458700e+00
17872	14	104	51	13	7.549186e+06	7.526500e+00
17873	14	104	51	13	1.066351e+07	7.614500e+00
17874	14	104	51	13	1.506260e+07	7.713200e+00
17875	14	104	51	13	2.127649e+07	7.800300e+00
17876	14	104	51	13	3.005384e+07	7.876400e+00
17877	14	104	51	13	4.245219e+07	7.930300e+00
17878	14	104	51	13	5.996533e+07	7.970600e+00
17879	14	104	51	13	8.470320e+07	8.011700e+00
17880	14	104	51	13	1.196465e+08	8.030700e+00
17881	14	104	51	13	1.690050e+08	8.049700e+00
17882	14	104	51	14	1.690052e+05	6.711500e+00
17883	14	104	51	14	3.372098e+05	6.927800e+00
17884	14	104	51	14	6.728216e+05	7.111200e+00
17885	14	104	51	14	1.342456e+06	7.258100e+00
17886	14	104	51	14	2.678550e+06	7.368800e+00
17887	14	104	51	14	5.344413e+06	7.458700e+00
17888	14	104	51	14	7.549186e+06	7.526500e+00
17889	14	104	51	14	1.066351e+07	7.614500e+00
17890	14	104	51	14	1.506260e+07	7.713200e+00
17891	14	104	51	14	2.127649e+07	7.800300e+00
17892	14	104	51	14	3.005384e+07	7.876400e+00
17893	14	104	51	14	4.245219e+07	7.930300e+00
17894	14	104	51	14	5.996533e+07	7.970600e+00
17895	14	104	51	14	8.470320e+07	8.011700e+00
17896	14	104	51	14	1.196465e+08	8.030700e+00
17897	14	104	51	14	1.690050e+08	8.049700e+00
17898	14	104	51	15	1.690052e+05	6.711500e+00
17899	14	104	51	15	3.372098e+05	6.927800e+00
17900	14	104	51	15	6.728216e+05	7.111200e+00
17901	14	104	51	15	1.342456e+06	7.258100e+00
17902	14	104	51	15	2.678550e+06	7.368800e+00
17903	14	104	51	15	5.344413e+06	7.458700e+00
17904	14	104	51	15	7.549186e+06	7.526500e+00
17905	14	104	51	15	1.066351e+07	7.614500e+00
17906	14	104	51	15	1.506260e+07	7.713200e+00
17907	14	104	51	15	2.127649e+07	7.800300e+00
17908	14	104	51	15	3.005384e+07	7.876400e+00
17909	14	104	51	15	4.245219e+07	7.930300e+00
17910	14	104	51	15	5.996533e+07	7.970600e+00
17911	14	104	51	15	8.470320e+07	8.011700e+00
17912	14	104	51	15	1.196465e+08	8.030700e+00
17913	14	104	51	15	1.690050e+08	8.049700e+00
17914	14	104	51	33	1.690052e+05	5.725300e+00
17915	14	104	51	33	3.372098e+05	5.985300e+00
17916	14	104	51	33	6.728216e+05	6.227300e+00
17917	14	104	51	33	1.342456e+06	6.447100e+00
17918	14	104	51	33	2.678550e+06	6.637000e+00
17919	14	104	51	33	5.344413e+06	6.818900e+00
17920	14	104	51	33	7.549186e+06	6.963500e+00
17921	14	104	51	33	1.066351e+07	7.128600e+00
17922	14	104	51	33	1.506260e+07	7.288800e+00
17923	14	104	51	33	2.127649e+07	7.415500e+00
17924	14	104	51	33	3.005384e+07	7.518400e+00
17925	14	104	51	33	4.245219e+07	7.587700e+00
17926	14	104	51	33	5.996533e+07	7.637900e+00
17927	14	104	51	33	8.470320e+07	7.687700e+00
17928	14	104	51	33	1.196465e+08	7.710600e+00
17929	14	104	51	33	1.690050e+08	7.733300e+00
17930	14	104	51	34	1.690052e+05	5.725300e+00
17931	14	104	51	34	3.372098e+05	5.985300e+00
17932	14	104	51	34	6.728216e+05	6.227300e+00
17933	14	104	51	34	1.342456e+06	6.447100e+00
17934	14	104	51	34	2.678550e+06	6.637000e+00
17935	14	104	51	34	5.344413e+06	6.818900e+00
17936	14	104	51	34	7.549186e+06	6.963500e+00
17937	14	104	51	34	1.066351e+07	7.128600e+00
17938	14	104	51	34	1.506260e+07	7.288800e+00
17939	14	104	51	34	2.127649e+07	7.415500e+00
17940	14	104	51	34	3.005384e+07	7.518400e+00
17941	14	104	51	34	4.245219e+07	7.587700e+00
17942	14	104	51	34	5.996533e+07	7.637900e+00
17943	14	104	51	34	8.470320e+07	7.687700e+00
17944	14	104	51	34	1.196465e+08	7.710600e+00
17945	14	104	51	34	1.690050e+08	7.733300e+00
17946	14	104	51	35	1.690052e+05	5.725300e+00
17947	14	104	51	35	3.372098e+05	5.985300e+00
17948	14	104	51	35	6.728216e+05	6.227300e+00
17949	14	104	51	35	1.342456e+06	6.447100e+00
17950	14	104	51	35	2.678550e+06	6.637000e+00
17951	14	104	51	35	5.344413e+06	6.818900e+00
17952	14	104	51	35	7.549186e+06	6.963500e+00
17953	14	104	51	35	1.066351e+07	7.128600e+00
17954	14	104	51	35	1.506260e+07	7.288800e+00
17955	14	104	51	35	2.127649e+07	7.415500e+00
17956	14	104	51	35	3.005384e+07	7.518400e+00
17957	14	104	51	35	4.245219e+07	7.587700e+00
17958	14	104	51	35	5.996533e+07	7.637900e+00
17959	14	104	51	35	8.470320e+07	7.687700e+00
17960	14	104	51	35	1.196465e+08	7.710600e+00
17961	14	104	51	35	1.690050e+08	7.733300e+00
17962	14	104	51	9	1.690052e+05	6.281500e+00
17963	14	104	51	9	3.372098e+05	6.538000e+00
17964	14	104	51	9	6.728216e+05	6.774300e+00
17965	14	104	51	9	1.342456e+06	6.984900e+00
17966	14	104	51	9	2.678550e+06	7.160800e+00
17967	14	104	51	9	5.344413e+06	7.325600e+00
17968	14	104	51	9	7.549186e+06	7.464700e+00
17969	14	104	51	9	1.066351e+07	7.628100e+00
17970	14	104	51	9	1.506260e+07	7.788900e+00
17971	14	104	51	9	2.127649e+07	7.916400e+00
17972	14	104	51	9	3.005384e+07	8.020300e+00
17973	14	104	51	9	4.245219e+07	8.090100e+00
17974	14	104	51	9	5.996533e+07	8.140800e+00
17975	14	104	51	9	8.470320e+07	8.191300e+00
17976	14	104	51	9	1.196465e+08	8.214500e+00
17977	14	104	51	9	1.690050e+08	8.237500e+00
17978	14	104	51	10	1.690052e+05	6.281500e+00
17979	14	104	51	10	3.372098e+05	6.538000e+00
17980	14	104	51	10	6.728216e+05	6.774300e+00
17981	14	104	51	10	1.342456e+06	6.984900e+00
17982	14	104	51	10	2.678550e+06	7.160800e+00
17983	14	104	51	10	5.344413e+06	7.325600e+00
17984	14	104	51	10	7.549186e+06	7.464700e+00
17985	14	104	51	10	1.066351e+07	7.628100e+00
17986	14	104	51	10	1.506260e+07	7.788900e+00
17987	14	104	51	10	2.127649e+07	7.916400e+00
17988	14	104	51	10	3.005384e+07	8.020300e+00
17989	14	104	51	10	4.245219e+07	8.090100e+00
17990	14	104	51	10	5.996533e+07	8.140800e+00
17991	14	104	51	10	8.470320e+07	8.191300e+00
17992	14	104	51	10	1.196465e+08	8.214500e+00
17993	14	104	51	10	1.690050e+08	8.237500e+00
17994	14	104	51	11	1.690052e+05	6.281500e+00
17995	14	104	51	11	3.372098e+05	6.538000e+00
17996	14	104	51	11	6.728216e+05	6.774300e+00
17997	14	104	51	11	1.342456e+06	6.984900e+00
17998	14	104	51	11	2.678550e+06	7.160800e+00
17999	14	104	51	11	5.344413e+06	7.325600e+00
18000	14	104	51	11	7.549186e+06	7.464700e+00
18001	14	104	51	11	1.066351e+07	7.628100e+00
18002	14	104	51	11	1.506260e+07	7.788900e+00
18003	14	104	51	11	2.127649e+07	7.916400e+00
18004	14	104	51	11	3.005384e+07	8.020300e+00
18005	14	104	51	11	4.245219e+07	8.090100e+00
18006	14	104	51	11	5.996533e+07	8.140800e+00
18007	14	104	51	11	8.470320e+07	8.191300e+00
18008	14	104	51	11	1.196465e+08	8.214500e+00
18009	14	104	51	11	1.690050e+08	8.237500e+00
18010	14	104	51	41	1.690052e+05	6.751600e+00
18011	14	104	51	41	3.372098e+05	6.916300e+00
18012	14	104	51	41	6.728216e+05	7.044800e+00
18013	14	104	51	41	1.342456e+06	7.138600e+00
18014	14	104	51	41	2.678550e+06	7.202100e+00
18015	14	104	51	41	5.344413e+06	7.243800e+00
18016	14	104	51	41	7.549186e+06	7.263200e+00
18017	14	104	51	41	1.066351e+07	7.284900e+00
18018	14	104	51	41	1.506260e+07	7.309200e+00
18019	14	104	51	41	2.127649e+07	7.332600e+00
18020	14	104	51	41	3.005384e+07	7.355000e+00
18021	14	104	51	41	4.245219e+07	7.372200e+00
18022	14	104	51	41	5.996533e+07	7.386000e+00
18023	14	104	51	41	8.470320e+07	7.400400e+00
18024	14	104	51	41	1.196465e+08	7.407700e+00
18025	14	104	51	41	1.690050e+08	7.415000e+00
18026	14	104	51	42	1.690052e+05	6.751600e+00
18027	14	104	51	42	3.372098e+05	6.916300e+00
18028	14	104	51	42	6.728216e+05	7.044800e+00
18029	14	104	51	42	1.342456e+06	7.138600e+00
18030	14	104	51	42	2.678550e+06	7.202100e+00
18031	14	104	51	42	5.344413e+06	7.243800e+00
18032	14	104	51	42	7.549186e+06	7.263200e+00
18033	14	104	51	42	1.066351e+07	7.284900e+00
18034	14	104	51	42	1.506260e+07	7.309200e+00
18035	14	104	51	42	2.127649e+07	7.332600e+00
18036	14	104	51	42	3.005384e+07	7.355000e+00
18037	14	104	51	42	4.245219e+07	7.372200e+00
18038	14	104	51	42	5.996533e+07	7.386000e+00
18039	14	104	51	42	8.470320e+07	7.400400e+00
18040	14	104	51	42	1.196465e+08	7.407700e+00
18041	14	104	51	42	1.690050e+08	7.415000e+00
18042	14	104	51	43	1.690052e+05	6.751600e+00
18043	14	104	51	43	3.372098e+05	6.916300e+00
18044	14	104	51	43	6.728216e+05	7.044800e+00
18045	14	104	51	43	1.342456e+06	7.138600e+00
18046	14	104	51	43	2.678550e+06	7.202100e+00
18047	14	104	51	43	5.344413e+06	7.243800e+00
18048	14	104	51	43	7.549186e+06	7.263200e+00
18049	14	104	51	43	1.066351e+07	7.284900e+00
18050	14	104	51	43	1.506260e+07	7.309200e+00
18051	14	104	51	43	2.127649e+07	7.332600e+00
18052	14	104	51	43	3.005384e+07	7.355000e+00
18053	14	104	51	43	4.245219e+07	7.372200e+00
18054	14	104	51	43	5.996533e+07	7.386000e+00
18055	14	104	51	43	8.470320e+07	7.400400e+00
18056	14	104	51	43	1.196465e+08	7.407700e+00
18057	14	104	51	43	1.690050e+08	7.415000e+00
18058	14	104	51	8	1.690052e+05	5.762200e+00
18059	14	104	51	8	3.372098e+05	6.037300e+00
18060	14	104	51	8	6.728216e+05	6.300800e+00
18061	14	104	51	8	1.342456e+06	6.547600e+00
18062	14	104	51	8	2.678550e+06	6.765200e+00
18063	14	104	51	8	5.344413e+06	6.949900e+00
18064	14	104	51	8	7.549186e+06	7.058800e+00
18065	14	104	51	8	1.066351e+07	7.177600e+00
18066	14	104	51	8	1.506260e+07	7.296300e+00
18067	14	104	51	8	2.127649e+07	7.394700e+00
18068	14	104	51	8	3.005384e+07	7.477200e+00
18069	14	104	51	8	4.245219e+07	7.534400e+00
18070	14	104	51	8	5.996533e+07	7.576500e+00
18071	14	104	51	8	8.470320e+07	7.618600e+00
18072	14	104	51	8	1.196465e+08	7.638400e+00
18073	14	104	51	8	1.690050e+08	7.658000e+00
18074	14	104	51	46	1.690052e+05	7.099500e+00
18075	14	104	51	46	3.372098e+05	7.193800e+00
18076	14	104	51	46	6.728216e+05	7.260900e+00
18077	14	104	51	46	1.342456e+06	7.305200e+00
18078	14	104	51	46	2.678550e+06	7.332200e+00
18079	14	104	51	46	5.344413e+06	7.347400e+00
18080	14	104	51	46	7.549186e+06	7.351200e+00
18081	14	104	51	46	1.066351e+07	7.352800e+00
18082	14	104	51	46	1.506260e+07	7.352400e+00
18083	14	104	51	46	2.127649e+07	7.350800e+00
18084	14	104	51	46	3.005384e+07	7.348400e+00
18085	14	104	51	46	4.245219e+07	7.346300e+00
18086	14	104	51	46	5.996533e+07	7.344300e+00
18087	14	104	51	46	8.470320e+07	7.341800e+00
18088	14	104	51	46	1.196465e+08	7.340700e+00
18089	14	104	51	46	1.690050e+08	7.339500e+00
18090	14	104	51	47	1.690052e+05	7.099500e+00
18091	14	104	51	47	3.372098e+05	7.193800e+00
18092	14	104	51	47	6.728216e+05	7.260900e+00
18093	14	104	51	47	1.342456e+06	7.305200e+00
18094	14	104	51	47	2.678550e+06	7.332200e+00
18095	14	104	51	47	5.344413e+06	7.347400e+00
18096	14	104	51	47	7.549186e+06	7.351200e+00
18097	14	104	51	47	1.066351e+07	7.352800e+00
18098	14	104	51	47	1.506260e+07	7.352400e+00
18099	14	104	51	47	2.127649e+07	7.350800e+00
18100	14	104	51	47	3.005384e+07	7.348400e+00
18101	14	104	51	47	4.245219e+07	7.346300e+00
18102	14	104	51	47	5.996533e+07	7.344300e+00
18103	14	104	51	47	8.470320e+07	7.341800e+00
18104	14	104	51	47	1.196465e+08	7.340700e+00
18105	14	104	51	47	1.690050e+08	7.339500e+00
18106	14	104	51	48	1.690052e+05	7.099500e+00
18107	14	104	51	48	3.372098e+05	7.193800e+00
18108	14	104	51	48	6.728216e+05	7.260900e+00
18109	14	104	51	48	1.342456e+06	7.305200e+00
18110	14	104	51	48	2.678550e+06	7.332200e+00
18111	14	104	51	48	5.344413e+06	7.347400e+00
18112	14	104	51	48	7.549186e+06	7.351200e+00
18113	14	104	51	48	1.066351e+07	7.352800e+00
18114	14	104	51	48	1.506260e+07	7.352400e+00
18115	14	104	51	48	2.127649e+07	7.350800e+00
18116	14	104	51	48	3.005384e+07	7.348400e+00
18117	14	104	51	48	4.245219e+07	7.346300e+00
18118	14	104	51	48	5.996533e+07	7.344300e+00
18119	14	104	51	48	8.470320e+07	7.341800e+00
18120	14	104	51	48	1.196465e+08	7.340700e+00
18121	14	104	51	48	1.690050e+08	7.339500e+00
